Year,Song,Artist,Failed Reason
2014,I Like It!,AOA (에이오에이),No suitable video
2014,Overdose,EXO,No suitable video
2014,365,SHINee,No suitable video
2014,Back Hug,소녀시대,No suitable video
2014,Half (with Aaron Yan) (Fall In Love With Me OST),G.NA,No suitable video
2014,소격동,아이유,No suitable video
2014,Over the Destiny (나타나 주라),2AM,No suitable video
2014,"Eyes, Nose, Lips",Taeyang,No suitable video
2014,Days Like Today (오늘따라),2AM,No suitable video
2015,God Rap,RM,No suitable video
2015,겁 (Fear) (with Taeyang),Mino,No suitable video
2015,Warm Hole,Brown Eyed Girls,No suitable video
2015,Dear Santa,태티서,No suitable video
2015,Toy,블락비(Block B),No suitable video
2015,고엽 (Autumn Leaves),BTS,No suitable video
2015,뱁새 (Silver Spoon),BTS,No suitable video
2015,Dumb Dumb,Red Velvet,No suitable video
2015,Who Are You,BoA,No suitable video
2015,Outro: House of Cards,BTS,No suitable video
2015,God (with J.Don),Jimin (지민),No suitable video
2015,Insensible (눈치없이),Lee Hong Gi (이홍기),No suitable video
2015,LOL (Loudness of Love),Lee Hong Gi (이홍기),No suitable video
2015,Be Your Doll,Lee Hong Gi (이홍기),No suitable video
2015,Kings for a Day,Lee Hong Gi (이홍기),No suitable video
2015,Alive,SHINee,No suitable video
2015,Apple (feat. Jay Park),Gain,No suitable video
2015,4 Walls,f(x),No suitable video
2015,날 웃게 한 사람 (Someone Make Me Laugh),Kang Sung-hoon,No suitable video
2015,"We Broke Up (with Sandara Park, We Broke Up OST)",강승윤,No suitable video
2015,Traveler (feat. ZICO),f(x),No suitable video
2015,Pray (기도),FT아일랜드 (FTISLAND),No suitable video
2015,우아하게(Like OOH-AHH),TWICE,No suitable video
2015,Mileage (feat. YDG),Jung Yong Hwa (정용화),No suitable video
2015,Déjà-Boo,종현,No suitable video
2015,Champagne,TVXQ,No suitable video
2015,Well Done (ft. Ja Mezz),지코(Zico),No suitable video
2015,Faded Love (사랑이 떠나려 할 때),Wonder Girls,No suitable video
2015,Adore U (아낀다),세븐틴(SEVENTEEN),No suitable video
2015,Mansae (만세),세븐틴(SEVENTEEN),No suitable video
2015,Hallelujah,종현,No suitable video
2015,Without You,Jung Yong Hwa (정용화),No suitable video
2015,심쿵해 (Heart Attack),BTOB,No suitable video
2015,쌍둥이자리 (Gemini),태연,No suitable video
2015,Stress,태연,No suitable video
2015,멋진 남자 (The Best Man),Lee Hong Gi (이홍기),No suitable video
2015,Zezé,아이유,No suitable video
2015,Anxious (feat. Mad Clown),Melody Day,No suitable video
2015,사랑하자 (Love is...),Lee Hong Gi (이홍기),No suitable video
2015,스물셋,아이유,No suitable video
2015,안아줘 (With Yein),Melody Day,No suitable video
2015,Outro: Love Is Not Over,BTS,No suitable video
2015,365,2PM,No suitable video
2015,Check,소녀시대,No suitable video
2015,Trespass,몬스타엑스(MONSTA X),No suitable video
2015,오늘밤은 어때 (How About Tonight),Click-B,No suitable video
2015,Sugar Sugar,라붐,No suitable video
2015,For You,러블리즈 (Lovelyz),No suitable video
2015,오늘부터 우리는 (Me Gustas Tu),여자친구,No suitable video
2015,Playground,U-KISS,No suitable video
2015,신데렐라 (Cinderella),CNBLUE (씨엔블루),No suitable video
2015,I Will,FT아일랜드 (FTISLAND),No suitable video
2015,쩔어 (with T.O.P),G-Dragon,No suitable video
2015,Party,소녀시대,No suitable video
2015,Show Girls,소녀시대,No suitable video
2015,27 Years,Jung Yong Hwa (정용화),No suitable video
2015,Checkmate (feat. JJ Lin),Jung Yong Hwa (정용화),No suitable video
2015,Last Leaf,Jung Yong Hwa (정용화),No suitable video
2015,"You,My Star",Jung Yong Hwa (정용화),No suitable video
2015,FM302,Lee Hong Gi (이홍기),No suitable video
2015,Cruel Memories,Jung Yong Hwa (정용화),No suitable video
2015,Let’s Seize the Day,Lee Hong Gi (이홍기),No suitable video
2015,Chained Up,빅스 (VIXX),No suitable video
2015,Only You (다른 남자 말고 너),Miss A,No suitable video
2015,0+1 (We Broke Up OST),강승윤,No suitable video
2015,Intro: 화양연화 (The Most Beautiful Moment in Life),BTS,No suitable video
2015,"Two of Us (with Sandara Park, We Broke Up OST)",강승윤,No suitable video
2015,Heart Attack (심쿵해),AOA (에이오에이),No suitable video
2015,Like a Cat,AOA (에이오에이),No suitable video
2015,Child in Time,Sunny Hill,No suitable video
2015,Boys' Record,빅스 (VIXX),No suitable video
2015,WOW,2PM,No suitable video
2015,I Feel You,Wonder Girls,No suitable video
2015,Hello Bitches,CL,No suitable video
2015,Choco Chip Cookies,Goo Hara,No suitable video
2015,One Fine Day,Jung Yong Hwa (정용화),No suitable video
2015,U R,태연,No suitable video
2015,Lion Heart,소녀시대,No suitable video
2015,RedQueen(Feat.Zion.T),아이유,No suitable video
2015,Stuck,Miss A,No suitable video
2015,I Caught Ya,Miss A,No suitable video
2015,Love Song,Miss A,No suitable video
2015,You Think,소녀시대,No suitable video
2016,Make Me Complete,BoA,No suitable video
2016,Music Is Wonderful,BoA,No suitable video
2016,So Beautiful (너와 함께라면),SF9 (에스에프나인),No suitable video
2016,For Life,EXO,No suitable video
2016,Lotto,EXO,No suitable video
2016,Mystery,효연,No suitable video
2016,"I Am You,You Are Me (너는 나 나는 너)",지코(Zico),No suitable video
2016,No Oh Oh,CLC,No suitable video
2016,Fanfare (팡파레),SF9 (에스에프나인),No suitable video
2016,좋아해요 (TAEHYUN),Winner,No suitable video
2016,One Of These Nights,Red Velvet,No suitable video
2016,Starlight [feat. DEAN],태연,No suitable video
2016,Robot,우주소녀(WJSN),No suitable video
2016,Queen,History,No suitable video
2016,Secret,우주소녀(WJSN),No suitable video
2016,World Tour (with Lee Hi),Mino,No suitable video
2016,When It Rains (비가 내리면) [feat. Ravi],Melody Day,No suitable video
2016,Hate (미워 미워 미워),Melody Day,No suitable video
2016,Rain,태연,No suitable video
2016,그 해 여름 (The Second Story),인피니트 (Infinite),No suitable video
2016,Catch Me,우주소녀(WJSN),No suitable video
2016,Prince,우주소녀(WJSN),No suitable video
2016,시간을 달려서 (Rough),여자친구,No suitable video
2016,Epilogue: Young Forever,BTS,No suitable video
2016,Road Fighter,Sechs Kies,No suitable video
2016,무모한 사랑 (Reckless Love),Sechs Kies,No suitable video
2016,You (Love for a Thousand More OST),강승윤,No suitable video
2016,Hard Carry,GOT7,No suitable video
2016,Destiny (My Earth),러블리즈 (Lovelyz),No suitable video
2016,Why,태연,No suitable video
2016,학원별곡 (Rise Up / School Anthem),Sechs Kies,No suitable video
2016,사랑하는 너에게 (Dear Love),Sechs Kies,No suitable video
2016,휘파람 (Whistle) (Acoustic Ver.),BLACKPINK,No suitable video
2016,Lifted,CL,No suitable video
2016,You (feat. Noh Min Hyuk),Narsha,No suitable video
2016,Switch,NCT 127,No suitable video
2016,Fighter,몬스타엑스(MONSTA X),No suitable video
2016,All In,몬스타엑스(MONSTA X),No suitable video
2016,I Am Good,SE7EN,No suitable video
2016,The Rainbow (레인보우),Rainbow,No suitable video
2016,Orbit,종현,No suitable video
2016,White T-Shirt,종현,No suitable video
2016,이리와야 해 (Day By Day),CLC,Every channel is None or video duration is not between 60 and 600 seconds
2016,이리와야 해 (Day By Day),CLC,No suitable video
2016,Drip Drop,태민,No suitable video
2016,Press Your Number,태민,No suitable video
2016,Prism,Rainbow,No suitable video
2016,The Road,Narsha,No suitable video
2016,예감 (Got a Feeling),Sechs Kies,No suitable video
2016,기사도 (Chivalry),Sechs Kies,No suitable video
2016,손끝의 사랑 (The Love of Fingertips) (with Various Artists),April,No suitable video
2016,Spring Day,BTS,No suitable video
2016,Fool,티파니,No suitable video
2016,꽐라 (Holup!),바비,No suitable video
2016,커플 (Slow Ver.),Sechs Kies,No suitable video
2016,커플 (Couple),Sechs Kies,No suitable video
2016,Kratos,빅스 (VIXX),No suitable video
2016,What Do I Do,티파니,No suitable video
2016,Talk,티파니,No suitable video
2016,Yellow Light,티파니,No suitable video
2016,다녀가요 (Around You),LOONA,No suitable video
2016,I Just Wanna Dance,티파니,No suitable video
2016,Whoo,Rainbow,No suitable video
2016,Secret Love (with From The Airport),Park Gyuri,No suitable video
2016,I Still Love You (아직 난) (Age of Youth OST),Han Seung-yeon,No suitable video
2016,Hades,빅스 (VIXX),No suitable video
2016,Where's The Truth?,FT아일랜드 (FTISLAND),No suitable video
2016,Take Me Now,FT아일랜드 (FTISLAND),No suitable video
2016,All Mine,f(x),No suitable video
2016,Good Luck,AOA (에이오에이),No suitable video
2016,Role Model,Sunny Hill,No suitable video
2016,Don't Forget (Half-Moon Friends OST),강승윤,No suitable video
2016,Zelos,빅스 (VIXX),No suitable video
2016,몸(BODY),Mino,No suitable video
2016,집으로 가는 길 (On the Way Home),Sunny Hill,No suitable video
2016,Holup!,Mino,No suitable video
2016,N.W.U (Japanese),FT아일랜드 (FTISLAND),No suitable video
2016,Stuck,몬스타엑스(MONSTA X),No suitable video
2016,Big Girls Don't Cry,Sunny Hill,No suitable video
2016,Fire Truck,NCT 127,No suitable video
2016,너 없인 안된다 (Killing Me),BTOB,No suitable video
2016,Eye Contact (아이 컨택),Rainbow,No suitable video
2016,It Was Love (ft. Luna),지코(Zico),No suitable video
2016,Once in a Lifetime,티파니,No suitable video
2016,Give It To Me,SE7EN,No suitable video
2016,Can You Feel It (감이 오지),Pentagon,No suitable video
2016,Heartbreak Hotel [feat. Simon Dominic],티파니,No suitable video
2016,Very Nice (아주 NICE),세븐틴(SEVENTEEN),No suitable video
2017,Dlwlrma,아이유,No suitable video
2017,Shine Forever,몬스타엑스(MONSTA X),No suitable video
2017,밤편지,아이유,No suitable video
2017,블랙아웃,아이유,No suitable video
2017,비 내츄럴 (Rain 51Db),LOONA,No suitable video
2017,We Young,NCT Dream,No suitable video
2017,Don't Say No,서현,No suitable video
2017,"지금, 여기 이대로 (Here I Am)",Sechs Kies,No suitable video
2017,Knock Knock,TWICE,No suitable video
2017,추억,Sechs Kies,No suitable video
2017,Mix & Match,Melody Day,No suitable video
2017,흔한 멜로디 (Common Melody) [feat. JQ],Melody Day,No suitable video
2017,Gift,Melody Day,No suitable video
2017,Babyface,우주소녀(WJSN),No suitable video
2017,"Untitled, 2014",G-Dragon,No suitable video
2017,Super Star,G-Dragon,No suitable video
2017,Darling,Taeyang,No suitable video
2017,Divina Commedia,G-Dragon,No suitable video
2017,Bullshit,G-Dragon,No suitable video
2017,What You Like,Lee Gikwang,No suitable video
2017,Rescue,Sechs Kies,No suitable video
2017,특별해 (Something Special),Sechs Kies,No suitable video
2017,Smile,Sechs Kies,No suitable video
2017,너라고 (It's You),Sechs Kies,No suitable video
2017,Gol-Cha!,골든차일드,No suitable video
2017,Mic Drop,BTS,No suitable video
2017,Happy,우주소녀(WJSN),No suitable video
2017,Sea,골든차일드,No suitable video
2017,기적 같은 아이 (MIRACLE),우주소녀(WJSN),No suitable video
2017,바빠 보여요 (You Seem Busy) [feat. Ilhoon],Melody Day,No suitable video
2017,Like This,Pentagon,No suitable video
2017,마침표,아이유,No suitable video
2017,Runaway,Pentagon,No suitable video
2017,With Me (나랑해),골든차일드,No suitable video
2017,Jelly,Soyeon,No suitable video
2017,That Girl (feat. Loco),Jung Yong Hwa (정용화),No suitable video
2017,Do Disturb,Jung Yong Hwa (정용화),No suitable video
2017,어쩌면 (Maybe),Kim Jaekyung,No suitable video
2017,Closer,Jung Yong Hwa (정용화),No suitable video
2017,Password,Jung Yong Hwa (정용화),No suitable video
2017,DamDaDi (담다디),골든차일드,No suitable video
2017,Who,세븐틴(SEVENTEEN),No suitable video
2017,My I,세븐틴(SEVENTEEN),No suitable video
2017,Serendipity,Jimin,No suitable video
2017,ANGEL’S KNOCK,AOA (에이오에이),No suitable video
2017,Memory Clock (추억시계),Heo Youngji,No suitable video
2017,The Little Prince (with Jinyoung of B1A4),Park Gyuri,No suitable video
2017,비가 오는 날엔 (Running Into Breakup),BTOB,No suitable video
2017,Hobgoblin,CLC,No suitable video
2017,Jellyfish,Jung Yong Hwa (정용화),No suitable video
2017,Lost in Time,Jung Yong Hwa (정용화),No suitable video
2017,Not Anymore,Jung Yong Hwa (정용화),No suitable video
2017,Navigation,Jung Yong Hwa (정용화),No suitable video
2017,Love Letter (20th Century Boy and Girl OST Part.3),골든차일드,No suitable video
2017,So Good,Taeyang,No suitable video
2017,Wind,FT아일랜드 (FTISLAND),No suitable video
2017,손을 잡아줘 (Take My Hand),April,No suitable video
2017,4 O’Clock (네시) (with V),RM,No suitable video
2017,Shangri-La (도원경),빅스 (VIXX),No suitable video
2017,Over 10 Years,FT아일랜드 (FTISLAND),No suitable video
2017,Cliché (with Samuel Seo),Jeon Ji-yoon,No suitable video
2017,With Melody,Lee Minhyuk,No suitable video
2017,Hallelujah,Jimin (지민),No suitable video
2017,Merry Go Round,우주소녀(WJSN),No suitable video
2017,Why,SF9 (에스에프나인),No suitable video
2017,"Crazy, Crazy, Crazy",Son Dongwoon,No suitable video
2017,Roar (부르릉),SF9 (에스에프나인),No suitable video
2017,그리워하다 (Missing You),BTOB,No suitable video
2017,Movie,BTOB,No suitable video
2017,Mayday,April,No suitable video
2017,Whisper,BTOB,No suitable video
2017,She's a Baby,지코(Zico),No suitable video
2017,Artist,지코(Zico),No suitable video
2017,최고의 선물 (The Best Present),Rain,No suitable video
2017,Ko Ko Bop,EXO,No suitable video
2017,All Night,소녀시대,No suitable video
2017,BABE,HyunA,No suitable video
2017,바람에 날려,BTOB,No suitable video
2017,Hola Hola,KARD,No suitable video
2017,You in Me,KARD,No suitable video
2017,Change Up,세븐틴(SEVENTEEN),No suitable video
2017,Lilili Yabbay (13월의 춤),세븐틴(SEVENTEEN),No suitable video
2017,Trauma,세븐틴(SEVENTEEN),No suitable video
2017,Go Go,BTS,No suitable video
2017,Dimple,BTS,No suitable video
2017,Don't Wanna Cry (울고 싶지 않아),세븐틴(SEVENTEEN),No suitable video
2017,Hide and Seek,SF9 (에스에프나인),No suitable video
2017,Still My Lady,SF9 (에스에프나인),No suitable video
2017,Easy Love (쉽다),SF9 (에스에프나인),No suitable video
2017,SUMMER RAIN,여자친구,No suitable video
2017,수영해 (Swim),바비,No suitable video
2017,Excuse Me,AOA (에이오에이),No suitable video
2017,우연히 발견한 하늘 (My Melody),LOONA,No suitable video
2017,Love & Live,LOONA,No suitable video
2017,11:11,태연,No suitable video
2017,The Real: N.Flying,N.Flying (엔플라잉),No suitable video
2017,진짜가 나타났다 (The Real),N.Flying (엔플라잉),No suitable video
2017,Firework,바비,No suitable video
2017,Runaway,바비,No suitable video
2017,It's You,소녀시대,No suitable video
2017,Red Flavor,Red Velvet,No suitable video
2017,Limitless,NCT 127,No suitable video
2017,슬픈 노래 (Sad Song),Sechs Kies,No suitable video
2017,아프지마요 (Be Well),Sechs Kies,No suitable video
2017,Say Yes,우주소녀(WJSN),No suitable video
2017,RUMOR (Hidden Version),KARD,No suitable video
2017,Don't Recall (Hidden Version),KARD,No suitable video
2017,Make Me Love You,태연,No suitable video
2017,RUMOR,KARD,No suitable video
2018,Clover,프로미스나인(fromis_9),No suitable video
2018,Shoot Out,몬스타엑스(MONSTA X),No suitable video
2018,네가 없는 곳 (Where I Am Gone),Yang Yoseob,No suitable video
2018,Epiphany,BTS,No suitable video
2018,Alligator,몬스타엑스(MONSTA X),No suitable video
2018,Don't Leave (떠나지마요),블락비(Block B),No suitable video
2018,Thanks (고맙다),세븐틴(SEVENTEEN),No suitable video
2018,YES or YES,TWICE,No suitable video
2018,Thank You,골든차일드,No suitable video
2018,Just Do It,세븐틴(SEVENTEEN),No suitable video
2018,Airplane,J-Hope,No suitable video
2018,Thinking of You,Han Seung-yeon,No suitable video
2018,What A Wonderful World,Han Seung-yeon,No suitable video
2018,Wish,골든차일드,No suitable video
2018,Good Night,Lee Hong Gi (이홍기),No suitable video
2018,Starting Over,CNBLUE (씨엔블루),No suitable video
2018,오늘도 좋은 날 (Today I Miss You),Yang Yoseob,No suitable video
2018,I AM,Lee Hong Gi (이홍기),No suitable video
2018,Summer Night's Dream,FT아일랜드 (FTISLAND),No suitable video
2018,Ujung,우주소녀(WJSN),No suitable video
2018,YTMOB (You Turn Me On Baby),골든차일드,No suitable video
2018,"Hair in the Air (with NCT’s Renjun, Jeno, Jaemin)",예리,No suitable video
2018,Tell Me,인피니트 (Infinite),No suitable video
2018,I See U,골든차일드,No suitable video
2018,What,Dreamcatcher (드림캐쳐),No suitable video
2018,어쩔 수 없지 뭐 (Just Happened),DAY6,Every channel is None or video duration is not between 60 and 600 seconds
2018,어쩔 수 없지 뭐 (Just Happened),DAY6,No suitable video
2018,Wanna Be (What's Wrong with Secretary Kim OST Part.3),여자친구,No suitable video
2018,Love U,청하,No suitable video
2018,Jealousy,몬스타엑스(MONSTA X),No suitable video
2018,Hurry Up,우주소녀(WJSN),No suitable video
2018,Golden Slumbers (Golden Slumbers OST),강승윤,No suitable video
2018,Forever Rain,RM,No suitable video
2018,예쁜 게 죄 (Oh! My Mistake),April,No suitable video
2018,불면증 (Insomnia),Yoon Doojoon,No suitable video
2018,Turn It On (불을 켜),라붐,No suitable video
2018,All Day,골든차일드,No suitable video
2018,Lip & Hip,HyunA,No suitable video
2018,DNA - Pedal 2 LA Mix,BTS,No suitable video
2018,To Heart,프로미스나인(fromis_9),No suitable video
2018,Over My Skin,티파니,No suitable video
2018,Glass Shoes (유리구두),프로미스나인(fromis_9),No suitable video
2018,Roller Coaster,청하,No suitable video
2018,If,골든차일드,No suitable video
2018,삐삐,아이유,No suitable video
2018,LATATA,(G)I-DLE,No suitable video
2018,Free Tempo,TraxX,No suitable video
2018,유리조각(GLASS),Mino,No suitable video
2018,Sunny Side,SHINee,No suitable video
2018,Have A Good Day,Winner,No suitable video
2018,M.I.A,Stray Kids,No suitable video
2018,Dreams Come True,우주소녀(WJSN),No suitable video
2018,Hey,Jimin (지민),No suitable video
2018,BLACK DRESS,CLC,No suitable video
2018,Serendipity (Full Length Edition),BTS,No suitable video
2018,Kiss Me Like That,Shinhwa,No suitable video
2018,Starry Moment,우주소녀(WJSN),No suitable video
2018,Do n Do,Lee Hong Gi (이홍기),No suitable video
2018,EAU DE VIXX,빅스 (VIXX),No suitable video
2018,Yellow,Lee Hong Gi (이홍기),No suitable video
2018,Everyday,Winner,No suitable video
2018,Sunny Summer,여자친구,No suitable video
2018,Solo,제니,No suitable video
2018,Woman,BoA,No suitable video
2018,Serendipity (Full Length Edition),Jimin,No suitable video
2018,Undercover,SHINee,No suitable video
2018,Summer Rain,여자친구,No suitable video
2018,Stay Magical,Boy Story,No suitable video
2018,I'm on My Way,KARD,No suitable video
2018,Take The Dive,종현,No suitable video
2018,Let It Snow,태연,No suitable video
2018,Oh My! (어쩌나),세븐틴(SEVENTEEN),No suitable video
2018,Dance the Night Away,TWICE,No suitable video
2018,Sober [feat. Ummet Ozcan],효연,No suitable video
2018,Mixtape #1,Stray Kids,No suitable video
2018,Teach You,티파니,No suitable video
2018,Just Like Now (Fever Music 2018),러블리즈 (Lovelyz),No suitable video
2018,Smile Flower (웃음꽃),세븐틴(SEVENTEEN),No suitable video
2018,"Coffee Break (with Jonah Nilsson, featuring Richard Bona)",Lucas,No suitable video
2018,Wag-zak,러블리즈 (Lovelyz),No suitable video
2018,Come to Me,Lee Hong Gi (이홍기),No suitable video
2018,Different (달라),SF9 (에스에프나인),No suitable video
2018,22 Century Girl,프로미스나인(fromis_9),No suitable video
2018,Pinocchio,프로미스나인(fromis_9),No suitable video
2018,The Season We Met,2PM,No suitable video
2018,BOSS,NCT 2018,No suitable video
2018,GO,NCT Dream,No suitable video
2018,Baby Don’t Stop,NCT 2018,No suitable video
2018,Touch,NCT 127,No suitable video
2018,GO,NCT 2018,No suitable video
2018,Now or Never (질렀어),SF9 (에스에프나인),No suitable video
2018,Alchemy (with Ja Mezz and Dok2),Mino,No suitable video
2018,빛나리 (Shining Star),CLC,No suitable video
2018,Intro: Singularity,BTS,No suitable video
2018,Dimple (Pedal 2 LA Mix),BTS,No suitable video
2018,Thanksful,Lee Hong Gi (이홍기),No suitable video
2019,One Page,프로미스나인(fromis_9),No suitable video
2019,Hello (신비한TV 서프라이즈 OST),신비,Every channel is None or video duration is not between 60 and 600 seconds
2019,Hello (신비한TV 서프라이즈 OST),신비,No suitable video
2019,WANT,태민,No suitable video
2019,Seoul Town Road (Old Town Road Remix) (with Lil Nas X),RM,No suitable video
2019,Everyday (Remix),Winner,No suitable video
2019,우리의 정원 (Our Garden),우주소녀(WJSN),No suitable video
2019,Let me love u,WayV,No suitable video
2019,행복했던 날들이었다 (Days Gone By),DAY6,No suitable video
2019,Falling In Love,라붐,No suitable video
2019,COMPASS,골든차일드,No suitable video
2019,Pray (feat. KREAM),Lee Gikwang,Every channel is None or video duration is not between 60 and 600 seconds
2019,Pray (feat. KREAM),Lee Gikwang,No suitable video
2019,Lucid Dream,로켓펀치 (Rocket Punch),No suitable video
2019,Modesty,Lee Gikwang,No suitable video
2019,Egotistic (너 나해) (Queendom Ver.),AOA (에이오에이),No suitable video
2019,Nothing,Lee Gikwang,No suitable video
2019,Magic Spell,AOA (에이오에이),No suitable video
2019,Uh-Oh,(G)I-DLE,No suitable video
2019,시간의바깥,아이유,No suitable video
2019,For You (with K/DA) [League of Legends],(G)I-DLE,No suitable video
2019,옥탑방 (Rooftop),N.Flying (엔플라잉),No suitable video
2019,Bomb Bomb,KARD,No suitable video
2019,Enough (예뻐지지 마),SF9 (에스에프나인),No suitable video
2019,RPM,SF9 (에스에프나인),No suitable video
2019,Hit,세븐틴(SEVENTEEN),No suitable video
2019,La La Love,우주소녀(WJSN),No suitable video
2019,Abandoned (original – Basis),Brown Eyed Girls,No suitable video
2019,PINK PUNCH,로켓펀치 (Rocket Punch),No suitable video
2019,Love Is Over,로켓펀치 (Rocket Punch),No suitable video
2019,BIM BAM BUM (빔밤붐),로켓펀치 (Rocket Punch),No suitable video
2019,Goodbye With A Smile (original – Lee Eunha & Kim Nayoung),Brown Eyed Girls,Every channel is None or video duration is not between 60 and 600 seconds
2019,Goodbye With A Smile (original – Lee Eunha & Kim Nayoung),Brown Eyed Girls,No suitable video
2019,Fun!,프로미스나인(fromis_9),No suitable video
2019,Re-boot,골든차일드,No suitable video
2019,놈놈놈 (NomNomNom),Sunny Hill,No suitable video
2019,Home,세븐틴(SEVENTEEN),No suitable video
2019,From Now (딱 잘라서 말해),베리베리 (VERIVERY),No suitable video
2019,Fever,여자친구,No suitable video
2019,Polaris (북극성),Dreamcatcher (드림캐쳐),No suitable video
2019,Humph! (접근금지),Pentagon,No suitable video
2019,Sha La La (신토불이),Pentagon,No suitable video
2019,Silent Night,Dreamcatcher (드림캐쳐),No suitable video
2019,블루밍,아이유,No suitable video
2019,Feel Special,TWICE,No suitable video
2019,Fancy,TWICE,No suitable video
2019,NEVER (Legal High OST Part.3),골든차일드,No suitable video
2019,She’s My Girl,골든차일드,No suitable video
2019,Don’t run away,골든차일드,No suitable video
2019,Our Heaven,골든차일드,No suitable video
2019,Fantasia,골든차일드,No suitable video
2019,TMT,Stray Kids,No suitable video
2019,눈물닭발 (Tear Drop),Sunny Hill,No suitable video
2019,You Got It,우주소녀(WJSN),No suitable video
2019,소나기 (So So),우주소녀(WJSN),No suitable video
2019,Star,우주소녀(WJSN),No suitable video
2019,바람 (Bada),우주소녀(WJSN),No suitable video
2019,"너,너,너 (Oh My Summer)",우주소녀(WJSN),No suitable video
2019,Tag Tag Tag (태그 태그 태그),베리베리 (VERIVERY),No suitable video
2019,ZAPPING,FT아일랜드 (FTISLAND),No suitable video
2019,Quit (관둬),FT아일랜드 (FTISLAND),No suitable video
2019,Parallel,빅스 (VIXX),No suitable video
2019,Child,마크,No suitable video
2019,뚜두뚜두 (DDU-DU DDU-DU) (Remix),BLACKPINK,No suitable video
2019,F-Vibes,FT아일랜드 (FTISLAND),No suitable video
2019,My Lover,라붐,No suitable video
2019,The Moment,Son Dongwoon,No suitable video
2019,Run,청하,No suitable video
2019,Gotta Go (벌써 12시),청하,No suitable video
2019,Close To You,러블리즈 (Lovelyz),No suitable video
2019,Say My Name,ATEEZ (에이티즈),No suitable video
2019,A Common Love Story (original – Yoon Sang),Brown Eyed Girls,No suitable video
2019,Too Busy,Boy Story,No suitable video
2019,The Letter (Jea Solo) (original – Kim Kwangjin),Brown Eyed Girls,Every channel is None or video duration is not between 60 and 600 seconds
2019,The Letter (Jea Solo) (original – Kim Kwangjin),Brown Eyed Girls,No suitable video
2019,"Love Like A Spring Rain, Farewell Like A Winter Rain (Narsha Solo) (original – Lim Hyunjung)",Brown Eyed Girls,Every channel is None or video duration is not between 60 and 600 seconds
2019,"Love Like A Spring Rain, Farewell Like A Winter Rain (Narsha Solo) (original – Lim Hyunjung)",Brown Eyed Girls,No suitable video
2020,Let Me In (20 CUBE),엔하이픈 (ENHYPEN),No suitable video
2019,Love Only (Gain Solo) (original – Sim Soobong),Brown Eyed Girls,Every channel is None or video duration is not between 60 and 600 seconds
2019,Love Only (Gain Solo) (original – Sim Soobong),Brown Eyed Girls,No suitable video
2020,How You Like That,BLACKPINK,No suitable video
2020,사랑해 (I Love You),TREASURE,No suitable video
2020,Lilac,로켓펀치 (Rocket Punch),No suitable video
2020,Fear (Korean Ver.),세븐틴(SEVENTEEN),No suitable video
2020,Fireworks,로켓펀치 (Rocket Punch),No suitable video
2020,RED PUNCH,로켓펀치 (Rocket Punch),No suitable video
2020,Uncover (Sung by Seulgi),아이린&슬기,No suitable video
2020,어른 병 (Feat. Blue.D),Mino,No suitable video
2020,So Solo,로켓펀치 (Rocket Punch),No suitable video
2020,PLAY (feat. Changmo),청하,No suitable video
2020,Butter (Holiday Remix),BTS,No suitable video
2020,Butterfly,우주소녀(WJSN),No suitable video
2020,Stay Tonight,청하,No suitable video
2020,SAHARA,Dreamcatcher (드림캐쳐),No suitable video
2020,Jazz Bar,Dreamcatcher (드림캐쳐),No suitable video
2020,Nostalgia,드리핀 (DRIPPIN),No suitable video
2020,THE THE,로켓펀치 (Rocket Punch),No suitable video
2020,TWINKLE STAR,로켓펀치 (Rocket Punch),No suitable video
2020,Daisy (데이지),Pentagon,No suitable video
2020,Black or White,Dreamcatcher (드림캐쳐),No suitable video
2020,To The Beat,ATEEZ (에이티즈),No suitable video
2020,다르다 (4 Ver.),Winner,No suitable video
2020,제자리 (Round & Round),Sechs Kies,No suitable video
2020,Ting Ting Ting (feat. Oliver Heldens),ITZY,No suitable video
2020,Walking in the Rain,Sechs Kies,No suitable video
2020,Break The Wall,Dreamcatcher (드림캐쳐),No suitable video
2020,꿈 (Dream),Sechs Kies,No suitable video
2020,What Do I Call You,태연,No suitable video
2020,Chilli (Korean Ver.),세븐틴(SEVENTEEN),No suitable video
2020,W.A.U,Yook Sungjae,No suitable video
2020,The First Time,Seo Eunkwang,No suitable video
2020,BLUE PUNCH,로켓펀치 (Rocket Punch),No suitable video
2020,Girl Friend,로켓펀치 (Rocket Punch),No suitable video
2020,Happy,태연,No suitable video
2020,Wonderland (Sean Oh’s Skrt Mix),ATEEZ (에이티즈),No suitable video
2020,Better,BoA,No suitable video
2020,Paper Star,로켓펀치 (Rocket Punch),No suitable video
2020,DUN DUN,EVERGLOW,No suitable video
2020,9loryUS,SF9 (에스에프나인),No suitable video
2020,Why Not?,LOONA,No suitable video
2020,OK Sign,SF9 (에스에프나인),No suitable video
2020,Love with Me! (나랑 사랑해!) (KB Digital Compilation: EASY SOUND),April,No suitable video
2020,IDEA (理想),태민,No suitable video
2020,Falling In Love (Do Do Sol Sol La La Sol OST),April,No suitable video
2020,Answer,ATEEZ (에이티즈),No suitable video
2020,Good Guy,SF9 (에스에프나인),No suitable video
2020,Can You Hear Me (Kairos OST),강승윤,No suitable video
2020,Bad Alive,WayV,No suitable video
