Year,Label,Artist,Song
2013,SM Entertainment,Super Junior-M,Go
2013,SM Entertainment,Super Junior-M,It's You
2013,YG Entertainment,Daesung,D'scover
2013,YG Entertainment,T.O.P,Doom Dada
2013,YG Entertainment,2NE1,Missing You (그리워해요)
2013,YG Entertainment,G-Dragon,COUP D’ETAT (feat. Diplo & Baauer)
2013,YG Entertainment,G-Dragon,MichiGO
2013,Shinhwa Company,Shinhwa,Hurricane
2013,Big Hit Entertainment,BTS,Like
2013,Big Hit Entertainment,BTS,Skit: Circle Room Talk
2013,SM Entertainment,소녀시대,Promise
2013,YG Entertainment,Park Bom,All I Want For Christmas Is You (with Lee Hi)
2013,FNC Entertainment,CNBLUE (씨엔블루),I'm Sorry
2013,FNC Entertainment,CNBLUE (씨엔블루),Coffee Shop
2013,Warner Music Japan,CNBLUE (씨엔블루),Blind Love
2013,Shinhwa Company,Shinhwa,New Me
2013,Big Hit Entertainment,RM,"Perfect Christmas (with Lim Jeong Hee, Joo Hee, Jo Kwon, Jungkook)"
2013,Mnet Media,Ock Joo-hyun,Lullaby
2013,Shinhwa Company,Shinhwa,Mannequin
2013,Warner Music Japan,CNBLUE (씨엔블루),Lady
2013,Seven Seasons,블락비(Block B),Be the Light (빛이 되어줘)
2013,Shinhwa Company,Shinhwa,This Love
2013,Seven Seasons,블락비(Block B),Very Good
2013,Seven Seasons,블락비(Block B),When Where What How (하드캐리)
2013,DSP Media,Rainbow,Figure It Out
2013,SM Entertainment,소녀시대,Look at Me
2013,SM Entertainment,소녀시대,Lost in Love
2013,DSP Media,Rainbow,Don't Touch
2013,SM Entertainment,소녀시대,Tell Me (말해줘)
2013,Woollim Entertainment,인피니트 (Infinite),불공평해 (Unfair Love) (20's Choice Awards Special OST)
2013,Seven Seasons,블락비(Block B),Nice Day
2013,SM Entertainment,소녀시대,Express 999
2013,DSP Media,Rainbow,Close Your Eyes
2013,Cube Entertainment,BTOB,Second Confession
2013,YG Entertainment,SE7EN,Arigatou
2013,DSP Media,Rainbow,Golden Touch
2013,YG Entertainment,강승윤,맘도둑
2013,Big Hit Entertainment,BTS,No More Dream
2013,Cube Entertainment,BTOB,크리스마스 노래
2013,Big Hit Entertainment,BTS,We Are Bulletproof Pt.2
2013,Big Hit Entertainment,BTS,N.O
2013,Big Hit Entertainment,BTS,상남자 (Boy In Luv)
2013,Big Hit Entertainment,BTS,하루만 (Just One Day)
2013,Big Hit Entertainment,BTS,"Intro: O!RUL8,2?"
2013,Big Hit Entertainment,BTS,Interlude
2013,Cube Entertainment,BTOB,Star
2013,Seven Seasons,블락비(Block B),Very Good (Rough Ver.)
2013,Cube Entertainment,BTOB,Like a Crystal
2013,Big Hit Entertainment,BTS,팔도강산 (Paldogangsan)
2013,Cube Entertainment,BTOB,Why
2013,Woollim Entertainment,인피니트 (Infinite),Man In Love (남자가 사랑할 때)
2013,Cube Entertainment,BTOB,Catch Me
2013,Big Hit Entertainment,BTS,Outro: Luv In Skool
2013,DSP Media,Kim Jaekyung,매일 (Everyday) (with Tae In)
2013,Cube Entertainment,BTOB,When I Was Your Man
2013,Cube Entertainment,BTOB,Thriller
2013,Woollim Entertainment,인피니트 (Infinite),Request
2013,Woollim Entertainment,인피니트 (Infinite),Inception
2013,Woollim Entertainment,인피니트 (Infinite),이보다 좋을 순 없다 (As Good As It Gets)
2013,SM Entertainment,Super Junior-M,Break Down
2013,YG Entertainment,강승윤,Wild and Young
2013,YG Entertainment,강승윤,비가 온다
2013,Woollim Entertainment,인피니트 (Infinite),Destiny
2014,JYP Entertainment,2PM,Merry-go-round
2014,JYP Entertainment,2PM,So Good
2014,JYP Entertainment,2PM,Fight
2014,LOEN Entertainment,Fiestar,Curious
2014,LOEN Entertainment,Fiestar,One More (하나 더)
2014,SM Entertainment,Super Junior-M,My Love For You
2014,LOEN Entertainment,아이유,나의옛날이야기
2014,LOEN Entertainment,아이유,소격동
2014,Big Hit Entertainment,BTS,Jump
2014,Big Hit Entertainment,BTS,Intro: Skool Luv Affair
2014,LOEN Entertainment,Sunny Hill,Monday Blues
2014,Big Hit Entertainment,BTS,BTS Cypher Pt.2: Triptych
2014,LOEN Entertainment,Sunny Hill,황혼의 뱃노래 (Sailor's Song)
2014,SM Entertainment,Super Junior,MAMACITA (아야야)
2014,SM Entertainment,Super Junior,Shirt
2014,SM Entertainment,Super Junior,This Is Love
2014,SM Entertainment,태티서,Only U
2014,SM Entertainment,Super Junior,Midnight Blues
2014,SM Entertainment,Super Junior,Evanesce
2014,Big Hit Entertainment,BTS,Tomorrow
2014,Big Hit Entertainment,BTS,어디에서 왔는지 (Where Did You Come From)
2014,Big Hit Entertainment,BTS,Miss Right
2014,Big Hit Entertainment,BTS,좋아요 (I Like It) (Slow Jam Remix)
2014,LOEN Entertainment,아이유,꽃
2014,Big Hit Entertainment,BTS,등골브레이커 (Spine Breaker)
2014,LOEN Entertainment,아이유,삐에로는우릴보고웃지
2014,SM Entertainment,Super Junior,Forever With You
2014,LOEN Entertainment,아이유,을의연애
2014,DSP Media,KARA,So Good
2014,DSP Media,KARA,Live
2014,DSP Media,KARA,Melancholy
2014,DSP Media,KARA,Red Light
2014,DSP Media,KARA,Story
2014,Jellyfish Entertainment,빅스 (VIXX),Eternity (기적)
2014,Jellyfish Entertainment,빅스 (VIXX),Error
2014,Jellyfish Entertainment,빅스 (VIXX),Thank You for My Love (사랑해 주셔서 감사합니다)
2014,Jellyfish Entertainment,빅스 (VIXX),Eternity
2014,Big Hit Entertainment,BTS,Outro: 그게 말이 돼? (Does That Make Sense?)
2014,Big Hit Entertainment,BTS,2학년 (Second Grade)
2014,Big Hit Entertainment,BTS,여기 봐 (Look Here)
2014,CJ E&M,g.o.d,미운오리새끼 (The Ugly Duckling)
2014,DSP Media,Rainbow,Click!
2014,DSP Media,Rainbow,Pierrot
2014,DSP Media,Rainbow,Bad Man Crying
2014,DSP Media,Rainbow,Privacy
2014,DSP Media,Rainbow,Black Swan (검은 백조)
2014,DSP Media,Han Seung-yeon,Should I Love Alone? (혼자 사랑할까요) (Her Lovely Heels OST)
2014,DSP Media,Han Seung-yeon,I Love That (Her Lovely Heels OST)
2014,YG Entertainment,강승윤,Wild Boy (with Yoon Jong Shin & Mino)
2014,Big Hit Entertainment,BTS,24/7=Heaven
2014,DSP Media,Rainbow,Piña Colada
2014,DSP Media,Rainbow,Whisper
2014,DSP Media,Rainbow,Cha Cha
2014,DSP Media,Park Gyuri,널 잊을래 (Do It) (with From The Airport)
2014,SM Entertainment,Super Junior,Raining Spell for Love
2014,DSP Media,KARA,Mamma Mia
2014,Big Hit Entertainment,BTS,Outro: Propose
2014,Big Hit Entertainment,BTS,이불킥 (Blanket Kick/Embarrassed)
2014,Big Hit Entertainment,BTS,핸드폰 좀 꺼줄래 (Could You Turn Off Your Cell Phone?)
2014,DSP Media,A-JAX,Stay With Me
2014,Warner Music Japan,AOA (에이오에이),Miniskirt (Japanese Ver.)
2014,FNC Entertainment,AOA (에이오에이),I Like It! (Inst.)
2014,FNC Entertainment,AOA (에이오에이),Short Hair (Inst.)
2014,FNC Entertainment,AOA (에이오에이),You Know That
2014,FNC Entertainment,AOA (에이오에이),Soulmate
2014,FNC Entertainment,AOA (에이오에이),I Like It!
2014,FNC Entertainment,AOA (에이오에이),Fantasy
2014,Big Hit Entertainment,BTS,Intro: What Am I To You
2014,FNC Entertainment,AOA (에이오에이),Short Hair
2014,FNC Entertainment,AOA (에이오에이),Under the Street Light
2014,FNC Entertainment,AOA (에이오에이),Gonna Get Your Heart
2014,FNC Entertainment,AOA (에이오에이),Miniskirt
2014,Big Hit Entertainment,BTS,Danger
2014,SM Entertainment,태티서,Holler
2014,Big Hit Entertainment,BTS,War of Hormone
2014,Big Hit Entertainment,BTS,Hip Hop Lover
2014,Big Hit Entertainment,BTS,Let Me Know
2014,Big Hit Entertainment,BTS,Rain
2014,Big Hit Entertainment,BTS,BTS Cypher Pt.3: Killer (Feat. Supreme Boi)
2014,SM Entertainment,태티서,Adrenaline
2014,SM Entertainment,태티서,Whisper
2014,FNC Entertainment,CNBLUE (씨엔블루),Can't Stop
2014,SM Entertainment,Super Junior,Islands
2014,Warner Music Japan,CNBLUE (씨엔블루),Go Your Way
2014,Warner Music Japan,CNBLUE (씨엔블루),Wave
2014,Big Hit Entertainment,BTS,Interlude: 뭐해 (What Are You Doing)
2014,SM Entertainment,태티서,Stay
2014,Warner Music Japan,CNBLUE (씨엔블루),Truth
2014,SM Entertainment,Super Junior-M,After a Minute
2014,SM Entertainment,SHINee,Downtown Baby
2014,YG Entertainment,Winner,고백하는거야 (TAEHYUN)
2014,YG Entertainment,Winner,Love is a Lie
2014,YG Entertainment,Winner,I'm Him (MINO)
2014,YG Entertainment,Winner,끼부리지마
2014,YG Entertainment,Winner,컬러링
2014,YG Entertainment,Winner,공허해
2014,YG Entertainment,2NE1,Mental Breakdown (MTBD) (CL Solo)
2014,YG Entertainment,2NE1,Come Back Home (Unplugged Ver.)
2014,YG Entertainment,2NE1,Baby I Miss You
2014,YG Entertainment,2NE1,Scream
2014,YG Entertainment,2NE1,Happy
2014,Seven Seasons,지코(Zico),Tough Cookie (터프쿠키)
2014,SM Entertainment,BoA,Shout It Out
2014,SM Entertainment,BoA,Masayume Chasing
2014,SM Entertainment,BoA,Fly
2014,Cube Entertainment,Seo Eunkwang,Back in the Day
2014,Seven Seasons,블락비(Block B),Jackpot
2014,Seven Seasons,블락비(Block B),Her
2014,Seven Seasons,블락비(Block B),Rare Woman (보기 드문 여자)
2014,Seven Seasons,블락비(Block B),Hold Me Now
2014,NH Media,라붐,Winter Party
2014,NH Media,라붐,어떡할래 (What About You)
2014,NH Media,라붐,La li:Lalala
2014,YG Entertainment,Winner,척
2014,YG Entertainment,Winner,다르다
2014,YG Entertainment,Winner,이 밤
2014,YG Entertainment,Winner,Smile Again
2014,Woollim Entertainment,인피니트 (Infinite),Diamond
2014,Woollim Entertainment,인피니트 (Infinite),Back
2014,Woollim Entertainment,인피니트 (Infinite),Light
2014,Woollim Entertainment,인피니트 (Infinite),숨 좀 쉬자 (Breathe)
2014,Woollim Entertainment,인피니트 (Infinite),로시난테 (Rosinante)
2014,Woollim Entertainment,인피니트 (Infinite),Follow Me
2014,Woollim Entertainment,인피니트 (Infinite),Last Romeo
2014,Cube DC,Rain,La Song
2014,Cube DC,Rain,30 Sexy
2014,YG Entertainment,2NE1,Gotta Be You
2014,YG Entertainment,Taeyang,1AM
2014,NH Media,라붐,두근두근 (Pit-a-pat)
2014,SM Entertainment,Red Velvet,Be Natural
2014,YG Entertainment,Daesung,D'slove
2014,SM Entertainment,태민,Experience
2014,SM Entertainment,태민,Danger
2014,YG Entertainment,2NE1,Crush
2014,SM Entertainment,SHINee,Lucky Star
2014,YG Entertainment,2NE1,If I Were You
2014,YG Entertainment,2NE1,Good to You
2014,SM Entertainment,TVXQ,Spellbound
2014,SM Entertainment,TVXQ,Sweat
2014,SM Entertainment,TVXQ,Time Works Wonders
2014,SM Entertainment,Red Velvet,Happiness
2014,SM Entertainment,태연,"사랑 그 한마디 (Love, That One Word)"
2014,SM Entertainment,태연,숨소리 (Breath) [with 종현]
2014,Woollim Entertainment,러블리즈 (Lovelyz),Gone (JIN)
2014,Cube Entertainment,BTOB,Broken Heart
2014,Cube Entertainment,BTOB,뛰뛰빵빵 (Beep Beep)
2014,JYP Entertainment,GOT7,Follow Me
2014,JYP Entertainment,GOT7,Like Oh
2014,JYP Entertainment,GOT7,Playground
2014,JYP Entertainment,GOT7,Stop Stop It
2014,JYP Entertainment,GOT7,A
2014,JYP Entertainment,GOT7,Girls Girls Girls
2014,Cube Entertainment,비스트,So Hot
2014,Cube Entertainment,비스트,Stay
2014,Cube Entertainment,비스트,Close My Eyes
2014,Cube Entertainment,BTOB,Hello
2014,Cube Entertainment,비스트,It’s All Good
2014,Cube Entertainment,비스트,12:30
2014,Cube Entertainment,비스트,"Tonight, I’ll Be At Your Side"
2014,Cube Entertainment,비스트,History
2014,Cube Entertainment,비스트,No More
2014,Cube Entertainment,비스트,Dance With U
2014,Cube Entertainment,비스트,Good Luck
2014,Cube Entertainment,비스트,We Up
2014,Cube Entertainment,4Minute,Cold Rain (추운 비)
2014,Cube Entertainment,4Minute,Gain Weight (살만찌고) (feat. Brave Brothers)
2014,Cube Entertainment,HyunA,빨개요 (Red)
2014,SM Entertainment,Super Junior-M,Addiction
2014,Cube Entertainment,비스트,Drive
2014,Woollim Entertainment,인피니트 (Infinite),눈을 감으면 (Close Your Eyes)
2014,Cube Entertainment,BTOB,Hello Mello
2014,Cube Entertainment,BTOB,넌 감동이야 (You’re So Fly)
2014,Woollim Entertainment,러블리즈 (Lovelyz),Delight (Yoo Jiae)
2014,Woollim Entertainment,러블리즈 (Lovelyz),"She is a flirt (feat. Jang Dongwoo of INFINITE) (BABYSOUL,Kei)"
2014,Woollim Entertainment,러블리즈 (Lovelyz),Strange (feat. WHEESUNG) (BABYSOUL)
2014,JYP Entertainment,GOT7,I Like You
2014,JYP Entertainment,GOT7,Just Tonight
2014,Woollim Entertainment,러블리즈 (Lovelyz),Getaway
2014,Woollim Entertainment,러블리즈 (Lovelyz),Good-bye Chapter 1
2014,Woollim Entertainment,러블리즈 (Lovelyz),Candy Jelly Love
2014,Woollim Entertainment,러블리즈 (Lovelyz),Good Night Like Yesterday (어제처럼 굿나잇)
2014,YG Entertainment,Mino,걔 세 (I'm Him)
2014,YG Entertainment,Mino,Born Hater (with Epik High)
2014,Cube Entertainment,BTOB,끝나지 않은 노래 (Melody)
2014,YG Entertainment,Mino,I'm Different (with Hi Suhyun)
2014,SM Entertainment,Super Junior-M,Fly High
2014,Cube Entertainment,BTOB,Because It’s Christmas
2014,Cube Entertainment,BTOB,Cheers!
2014,Cube Entertainment,BTOB,한잔만 더 하면 (One Sip)
2014,Cube Entertainment,BTOB,울면 안 돼 (The Winter’s Tale)
2014,Cube Entertainment,BTOB,울어도 돼 (You Can Cry)
2014,Cube Entertainment,BTOB,쉐이크 잇 (Shake It)
2014,Cube Entertainment,BTOB,I Don’t Know
2014,Cube Entertainment,BTOB,넌 나의 천사 (You’re My Angel) (feat. JOO)
2014,Cube Entertainment,BTOB,Happening
2014,Cube Entertainment,BTOB,잘 지내겠죠 (Hope You’re Doing Fine)
2014,SM Entertainment,Super Junior-M,Swing
2014,Woollim Entertainment,인피니트 (Infinite),본능적으로 (Instinctively)
2014,YG Entertainment,2NE1,Come Back Home
2014,JYP Entertainment,2AM,Just Stay (그냥 있어줘)
2014,YG Entertainment,CL,MTBD (Mental Breakdown)
2014,SM Entertainment,f(x),MILK
2014,SM Entertainment,f(x),Butterfly
2014,CJ E&M,g.o.d,The Story of Our Lives (feat. Megan Lee)
2014,CJ E&M,g.o.d,Stand Up
2014,CJ E&M,g.o.d,바람 (Wind)
2014,DSP Media,Kang Sung-hoon,Couple (Remake)
2014,SM Entertainment,f(x),Rainbow
2014,SM Entertainment,f(x),Red Light
2014,B2M Entertainment,Nicole,MAMA
2014,B2M Entertainment,Nicole,Innocent?
2014,SM Entertainment,f(x),Vacance
2014,SM Entertainment,f(x),Spit It Out
2014,SM Entertainment,f(x),Boom Bang Boom
2014,LOEN Entertainment,Melody Day,I'll Be Waiting
2014,LOEN Entertainment,Melody Day,You're My Everything
2014,YG Entertainment,Taeyang,Love You to Death
2014,LOEN Entertainment,Melody Day,나도 여자랍니다 (I’m a Woman Too)
2014,SM Entertainment,f(x),All Night
2014,YG Entertainment,G-Dragon,Good Boy (with Taeyang)
2014,YG Entertainment,Taeyang,Intro (Rise)
2014,SM Entertainment,태티서,Eyes
2014,YG Entertainment,Taeyang,This Ain’t It
2014,YG Entertainment,Taeyang,Body (아름다워)
2014,YG Entertainment,Taeyang,Stay With Me (feat. G-Dragon)
2014,YG Entertainment,Taeyang,Hands Up
2014,JYP Entertainment,2AM,To An Angel (천사에게)
2014,YG Entertainment,Taeyang,"Eyes, Nose, Lips"
2014,APOP Entertainment,Gain,Fxxk U (feat. Bumkey)
2014,APOP Entertainment,Gain,Truth or Dare (진실 혹은 대담)
2014,APOP Entertainment,Gain,A Tempo
2014,NH Media,U-KISS,Quit Playing (끼부리지마)
2014,SM Entertainment,EXO,Love Love Love
2014,JYP Entertainment,2AM,I Will
2014,JYP Entertainment,2AM,Over the Destiny (나타나 주라)
2014,JYP Entertainment,2AM,Days Like Today (오늘따라)
2014,Cube Entertainment,G.NA,Half (with Aaron Yan) (Fall In Love With Me OST)
2014,Cube Entertainment,G.NA,Us (feat. Kim Tae-woo)
2014,LOEN Entertainment,Melody Day,어떤 안녕 (Another Parting)
2014,B2M Entertainment,Nicole,LOVE
2014,LOEN Entertainment,Melody Day,Listen to My Heart
2014,YG Entertainment,Taeyang,Let Go (버리고)
2014,LOEN Entertainment,History,IGotU
2014,CJ E&M,g.o.d,Saturday Night
2014,LOEN Entertainment,History,Psycho(싸이코)
2014,LOEN Entertainment,History,NobodyNowhere(태양은없다)
2014,CJ E&M,g.o.d,하늘색 약속 (Sky Blue Promise)
2014,SM Entertainment,소녀시대,Soul
2014,SM Entertainment,소녀시대,Back Hug
2014,SM Entertainment,EXO,Overdose
2014,SM Entertainment,EXO,Moonlight
2014,SM Entertainment,EXO,Thunder
2014,SM Entertainment,EXO,Run
2014,LOEN Entertainment,History,BlueMoon
2014,SM Entertainment,소녀시대,Wait a Minute
2014,SM Entertainment,소녀시대,Europa
2014,SM Entertainment,소녀시대,Goodbye
2014,AI Entertainment,N.Flying (엔플라잉),Oh Yeah
2014,SM Entertainment,소녀시대,Mr.Mr.
2014,LOEN Entertainment,History,It'sAlright
2014,AI Entertainment,N.Flying (엔플라잉),One and Only
2014,SM Entertainment,SHINee,365
2014,AI Entertainment,N.Flying (엔플라잉),Reason
2014,SM Entertainment,EXO,Lucky
2014,SM Entertainment,SHINee,Picasso
2014,Yuehua Entertainment,UNIQ,Born To Fight (Teenage Mutant Ninja Turtles OST)
2014,Yuehua Entertainment,UNIQ,Falling In Love
2014,Yuehua Entertainment,UNIQ,Celebrate (Penguins of Madagascar OST)
2015,YG Entertainment,Mino,겁 (Fear) (with Taeyang)
2015,Nega Network,Brown Eyed Girls,Light
2015,NH Media,U-KISS,Playground
2015,Nega Network,Brown Eyed Girls,Atomic
2015,Nega Network,Brown Eyed Girls,Dice Play
2015,Big Hit Entertainment,RM,Life
2015,Big Hit Entertainment,RM,Drift (표류)
2015,LOEN Entertainment,History,1Century(YiJeongSolo)
2015,Big Hit Entertainment,RM,I Believe
2015,Big Hit Entertainment,RM,Fantastic (feat. Mandy Ventrice)
2015,Nega Network,Brown Eyed Girls,Fractal
2015,Source Music,은하,한강의 밤 (with Pro C)
2015,Big Hit Entertainment,RM,Throw Away (버려)
2015,Big Hit Entertainment,RM,Joke (농담)
2015,Big Hit Entertainment,RM,Monster
2015,Big Hit Entertainment,RM,Awakening (각성)
2015,Big Hit Entertainment,RM,Do You
2015,Big Hit Entertainment,RM,Voice (목소리)
2015,Yuehua Entertainment,UNIQ,EOEO
2015,Big Hit Entertainment,RM,God Rap
2015,Yuehua Entertainment,UNIQ,Luv Again
2015,Big Hit Entertainment,RM,Rush (feat. Krizz Kaliko)
2015,Nega Network,Brown Eyed Girls,Time Of Ice Cream
2015,Nega Network,Brown Eyed Girls,Warm Hole
2015,Nega Network,Brown Eyed Girls,Wave
2015,Nega Network,Brown Eyed Girls,Brave New World
2015,Nega Network,Brown Eyed Girls,Obsession
2015,Yuehua Entertainment,UNIQ,Listen to Me
2015,LOEN Entertainment,Fiestar,Tight
2015,LOEN Entertainment,Fiestar,Back and Forth
2015,LOEN Entertainment,Fiestar,Today
2015,LOEN Entertainment,Fiestar,Turn Off The Lights
2015,Nega Network,Brown Eyed Girls,Higgs
2015,LOEN Entertainment,History,MindGame
2015,LOEN Entertainment,Fiestar,Hello
2015,LOEN Entertainment,Fiestar,짠해 (You're Pitiful)
2015,LOEN Entertainment,History,MightJustDie(죽어버릴지도몰라)
2015,LOEN Entertainment,History,SlowDown
2015,LOEN Entertainment,History,Ghost
2015,Big Hit Entertainment,BTS,FOR YOU
2015,Woollim Entertainment,러블리즈 (Lovelyz),Joyland
2015,Starship Entertainment,몬스타엑스(MONSTA X),Perfect Girl
2015,SM Entertainment,Super Junior,Love at First Sight
2015,LOEN Entertainment,아이유,RedQueen(Feat.Zion.T)
2015,SM Entertainment,소녀시대,Lion Heart
2015,LOEN Entertainment,아이유,Zezé
2015,LOEN Entertainment,아이유,스물셋
2015,Yuehua Entertainment,UNIQ,Happy New Year
2015,Yuehua Entertainment,UNIQ,Best Friend
2015,LOEN Entertainment,Melody Day,겁나요 (Yeoeun Solo)
2015,LOEN Entertainment,Melody Day,Anxious (feat. Mad Clown)
2015,YG Entertainment,iKON,안아보자 (Hug Me)
2015,YG Entertainment,iKON,이별길 (Goodbye Road)
2015,YG Entertainment,iKON,M.U.P
2015,YG Entertainment,iKON,왜 또 (What’s Wrong?)
2015,LOEN Entertainment,Melody Day,안아줘 (With Yein)
2015,Starship Entertainment,몬스타엑스(MONSTA X),Steal Your Heart
2015,SM Entertainment,소녀시대,Sign
2015,Big Hit Entertainment,BTS,Outro: Love Is Not Over
2015,SM Entertainment,Super Junior,Good Love
2015,Big Hit Entertainment,BTS,Run
2015,Big Hit Entertainment,BTS,Butterfly
2015,Big Hit Entertainment,BTS,Whalien 52
2015,Big Hit Entertainment,BTS,Ma City
2015,Big Hit Entertainment,BTS,뱁새 (Silver Spoon)
2015,Big Hit Entertainment,BTS,고엽 (Autumn Leaves)
2015,Big Hit Entertainment,BTS,Outro: House of Cards
2015,Woollim Entertainment,인피니트 (Infinite),Moonlight
2015,Woollim Entertainment,인피니트 (Infinite),Bad
2015,SM Entertainment,Super Junior,Devil
2015,SM Entertainment,Super Junior,Simply Beautiful
2015,SM Entertainment,Super Junior,Stars Appear…
2015,Starship Entertainment,몬스타엑스(MONSTA X),Trespass
2015,Starship Entertainment,몬스타엑스(MONSTA X),Rush
2015,Starship Entertainment,몬스타엑스(MONSTA X),Hero
2015,SM Entertainment,Super Junior,Don’t Wake Me Up
2015,Woollim Entertainment,러블리즈 (Lovelyz),Hi~
2015,SM Entertainment,소녀시대,Check
2015,Source Music,여자친구,Neverland
2015,NH Media,라붐,Tasty
2015,NH Media,라붐,Aalow Aalow
2015,NH Media,라붐,Fantasy
2015,NH Media,라붐,Are You Kiddin' Me?
2015,NH Media,라붐,Sugar Sugar
2015,Woollim Entertainment,러블리즈 (Lovelyz),Bebe
2015,Woollim Entertainment,러블리즈 (Lovelyz),Circle
2015,Woollim Entertainment,러블리즈 (Lovelyz),For You
2015,Woollim Entertainment,러블리즈 (Lovelyz),Rapunzel
2015,Woollim Entertainment,러블리즈 (Lovelyz),Sweet & Sour
2015,Woollim Entertainment,러블리즈 (Lovelyz),How To Be A Pretty Girl
2015,Woollim Entertainment,러블리즈 (Lovelyz),Hug Me
2015,Woollim Entertainment,러블리즈 (Lovelyz),Ah-Choo
2015,Woollim Entertainment,러블리즈 (Lovelyz),Welcome to the Lovelyz8
2015,Woollim Entertainment,러블리즈 (Lovelyz),Shooting Star
2015,Mystic Entertainment,Miryo,업타운 펑크 (Uptown Funk) (Cover)
2015,Source Music,여자친구,유리구슬 (Glass Bead)
2015,YG Entertainment,iKON,리듬 타
2015,YG Entertainment,iKON,My Type (취향저격)
2015,Source Music,여자친구,White
2015,LOEN Entertainment,Melody Day,#LoveMe
2015,LOEN Entertainment,Melody Day,Speed Up
2015,SM Entertainment,소녀시대,Talk Talk
2015,SM Entertainment,소녀시대,Show Girls
2015,SM Entertainment,소녀시대,One Afternoon
2015,SM Entertainment,소녀시대,Party
2015,SM Entertainment,소녀시대,You Think
2015,Source Music,여자친구,오늘부터 우리는 (Me Gustas Tu)
2015,Source Music,여자친구,One
2015,Source Music,여자친구,Under The Sky
2015,Source Music,여자친구,My Buddy
2015,YG Entertainment,iKON,지못미 (Apology)
2015,YG Entertainment,iKON,덤앤더머
2015,YG Entertainment,iKON,오늘 모해 (#WYD)
2015,YG Entertainment,iKON,Airplane
2015,SM Entertainment,태티서,Dear Santa
2015,JYP Entertainment,Wonder Girls,Back
2015,SM Entertainment,태티서,Winter Story
2015,Shinhwa Company,Shinhwa,Give It 2 Me
2015,Shinhwa Company,Shinhwa,I’m In Love
2015,Pledis Entertainment,세븐틴(SEVENTEEN),Shining Diamond
2015,Pledis Entertainment,세븐틴(SEVENTEEN),Adore U (아낀다)
2015,Pledis Entertainment,세븐틴(SEVENTEEN),Jam Jam
2015,Pledis Entertainment,세븐틴(SEVENTEEN),20
2015,Pledis Entertainment,세븐틴(SEVENTEEN),Rock
2015,Pledis Entertainment,세븐틴(SEVENTEEN),Mansae (만세)
2015,Pledis Entertainment,세븐틴(SEVENTEEN),Fronting
2015,Pledis Entertainment,세븐틴(SEVENTEEN),When I Grow Up
2015,Pledis Entertainment,세븐틴(SEVENTEEN),OMG
2015,JYP Entertainment,Miss A,Melting (녹아)
2015,JYP Entertainment,Miss A,I Caught Ya
2015,JYP Entertainment,Miss A,Love Song
2015,Shinhwa Company,Shinhwa,Alright
2015,JYP Entertainment,Miss A,Stuck
2015,SM Entertainment,Red Velvet,Red Dress
2015,SM Entertainment,Red Velvet,Campfire
2015,SM Entertainment,Red Velvet,Huff n Puff
2015,SM Entertainment,Red Velvet,Dumb Dumb
2015,SM Entertainment,Red Velvet,Candy
2015,SM Entertainment,Red Velvet,Take It Slow
2015,SM Entertainment,Red Velvet,Stupid Cupid
2015,SM Entertainment,Red Velvet,Somethin Kinda Crazy
2015,SM Entertainment,Red Velvet,Automatic
2015,SM Entertainment,Red Velvet,Ice Cream Cake
2015,JYP Entertainment,Miss A,Only You (다른 남자 말고 너)
2015,SM Entertainment,종현,Beautiful Tonight
2015,SM Entertainment,종현,Hallelujah
2015,Cube Entertainment,CLC,티키타카 (Tika Taka)
2015,JYP Entertainment,Miss A,One Step (한걸음)
2015,Shinhwa Company,Shinhwa,Sniper
2015,SM Entertainment,EXO,Promise
2015,SM Entertainment,EXO,First Love
2015,FNC Entertainment,Jung Yong Hwa (정용화),Checkmate (feat. JJ Lin)
2015,FNC Entertainment,Jung Yong Hwa (정용화),Without You
2015,FNC Entertainment,Jung Yong Hwa (정용화),Last Leaf
2015,FNC Entertainment,Jung Yong Hwa (정용화),27 Years
2015,FNC Entertainment,Jung Yong Hwa (정용화),"You,My Star"
2015,FNC Entertainment,Jung Yong Hwa (정용화),Cruel Memories
2015,FNC Entertainment,Lee Hong Gi (이홍기),FM302
2015,FNC Entertainment,Lee Hong Gi (이홍기),Insensible (눈치없이)
2015,FNC Entertainment,Lee Hong Gi (이홍기),Let’s Seize the Day
2015,FNC Entertainment,Lee Hong Gi (이홍기),Kings for a Day
2015,FNC Entertainment,Lee Hong Gi (이홍기),Be Your Doll
2015,FNC Entertainment,Lee Hong Gi (이홍기),LOL (Loudness of Love)
2015,FNC Entertainment,Lee Hong Gi (이홍기),사랑하자 (Love is...)
2015,FNC Entertainment,Lee Hong Gi (이홍기),멋진 남자 (The Best Man)
2015,FNC Entertainment,Lee Hong Gi (이홍기),그리운 날에 (On The Way Home)
2015,SM Entertainment,EXO,Call Me Baby
2015,SM Entertainment,EXO,Transformer
2015,SM Entertainment,EXO,Tender Love
2015,SM Entertainment,EXO,Love Me Right
2015,SM Entertainment,EXO,Beautiful
2015,SM Entertainment,EXO,Lady Luck
2015,SM Entertainment,EXO,Hurt
2015,SM Entertainment,EXO,Playboy
2015,Cube Entertainment,CLC,Hey-Yo
2015,SM Entertainment,EXO,El Dorado
2015,FNC Entertainment,Jimin (지민),Good Start (with Lim Seul-ong)
2015,FNC Entertainment,Jimin (지민),Puss (with Iron)
